channel,region,object_id,feature_name,feature_value,platedir,plate_row,plate_column,org_id,condition
1,MASK,255,q0_000,103.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,q0_001,108.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,q0_250,136.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,q0_500,627.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,q0_750,1303.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,q0_999,5266.963,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,q1_000,6817.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,q0_000,139.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,q0_001,147.679,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,q0_250,208.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,q0_500,240.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,q0_750,285.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,q0_999,1677.5189999999966,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,q1_000,3701.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,q0_000,259.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,q0_001,364.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,q0_250,881.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,q0_500,1055.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,q0_750,1270.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,q0_999,8701.80399999999,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,q1_000,15209.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,CENTER-SURROUND,1,mean,1045.2930377850998,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,CENTER-SURROUND,1,std,993.6670560567518,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,CENTER-SURROUND,1,mad,680.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,CENTER-SURROUND,2,mean,454.41547346889666,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,CENTER-SURROUND,2,std,427.65194359413096,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,CENTER-SURROUND,2,mad,63.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,CENTER-SURROUND,1,mean,273.5273653130215,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,CENTER-SURROUND,1,std,126.9696145296846,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,CENTER-SURROUND,1,mad,41.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,CENTER-SURROUND,2,mean,241.06172542413668,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,CENTER-SURROUND,2,std,93.41456907345648,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,CENTER-SURROUND,2,mad,25.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,CENTER-SURROUND,1,mean,1181.4632632975308,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,CENTER-SURROUND,1,std,686.608526292387,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,CENTER-SURROUND,1,mad,213.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,CENTER-SURROUND,2,mean,1073.7449163758874,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,CENTER-SURROUND,2,std,397.86496095976275,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,CENTER-SURROUND,2,mad,133.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,mean,890.2809343434343,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,std,918.6334973149117,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,mad,499.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,mean,265.01025883838383,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,std,119.93846139700761,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,mad,37.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,mean,1153.2041982323233,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,std,625.7221950212596,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,mad,192.0,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,weighted_centroid-0,36.695473409894305,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
1,MASK,255,weighted_centroid-1,36.63521729376225,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,weighted_centroid-0,37.73930802421528,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
2,MASK,255,weighted_centroid-1,37.40141908635851,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,weighted_centroid-0,38.58063971352985,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
3,MASK,255,weighted_centroid-1,38.029080462131354,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
na,MASK,255,minor_axis_length,64.49509615602037,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
na,MASK,255,eccentricity,0.23150223426803254,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
na,MASK,255,centroid-0,38.19537878787879,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
na,MASK,255,centroid-1,38.345732323232326,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
na,MASK,255,major_axis_length,66.29607053988985,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
na,MASK,255,convex_area,3435.9812500000003,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
na,MASK,255,area,3346.2000000000003,201031JD002regimetestAAB_20201031_173042,B,2,12,glu-glu
