channel,region,object_id,feature_name,feature_value,platedir,plate_row,plate_column,org_id,condition
1,MASK,255,q0_000,128.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,q0_001,148.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,q0_250,2278.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,q0_500,3133.5,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,q0_750,4065.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,q0_999,7307.571000000011,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,q1_000,8996.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,q0_000,147.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,q0_001,164.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,q0_250,234.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,q0_500,264.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,q0_750,298.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,q0_999,1568.7140000000072,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,q1_000,2409.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,q0_000,220.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,q0_001,266.14300000000003,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,q0_250,1113.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,q0_500,1264.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,q0_750,1438.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,q0_999,44921.703000000285,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,q1_000,65535.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,CENTER-SURROUND,1,mean,3168.040832848958,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,CENTER-SURROUND,1,std,1466.838551845762,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,CENTER-SURROUND,1,mad,920.5,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,CENTER-SURROUND,2,mean,2930.5289895392834,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,CENTER-SURROUND,2,std,1185.0606681126185,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,CENTER-SURROUND,2,mad,723.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,CENTER-SURROUND,1,mean,274.0497176783194,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,CENTER-SURROUND,1,std,112.92684107047336,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,CENTER-SURROUND,1,mad,30.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,CENTER-SURROUND,2,mean,292.2838304028489,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,CENTER-SURROUND,2,std,52.29894316219219,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,CENTER-SURROUND,2,mad,28.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,CENTER-SURROUND,1,mean,2000.8934028066096,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,CENTER-SURROUND,1,std,3846.0022621460157,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,CENTER-SURROUND,1,mad,160.5,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,CENTER-SURROUND,2,mean,1392.8903850434008,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,CENTER-SURROUND,2,std,841.7862562859393,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,CENTER-SURROUND,2,mad,162.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,mean,3103.5064404934687,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,std,1399.9085028310337,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,mad,895.5,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,mean,279.0041122399613,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,std,100.48116196719984,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,mad,32.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,mean,1835.692776366715,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,std,3322.4019385477964,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,mad,161.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,weighted_centroid-0,60.33944261347508,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
1,MASK,255,weighted_centroid-1,51.963695160736165,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,weighted_centroid-0,63.017831733574475,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
2,MASK,255,weighted_centroid-1,53.84465715528311,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,weighted_centroid-0,50.24869883426926,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
3,MASK,255,weighted_centroid-1,45.3129145537093,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,minor_axis_length,78.34898107783685,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,eccentricity,0.7383343541659033,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,centroid-0,61.4683176100629,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,centroid-1,52.690644654088054,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,major_axis_length,116.16982696481111,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,convex_area,7294.040000000001,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,area,6986.460000000001,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,perimeter,382.1561272916417,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,solidity,0.9578313253012049,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,convex_perimeter,329.8014644287371,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,mean_radius,13.868885843097676,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,max_radius,39.84929422210637,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,MASK,255,median_radius,12.375631297028852,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,SKELETON,1,n_branches,2.0,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
na,SPX,1,center_x,-156.775506818205,201031JD002regimetestAAB_20201031_173042,B,2,31,glu-glu
