channel,region,object_id,feature_name,feature_value,platedir,plate_row,plate_column,org_id,condition
1,MASK,255,q0_000,117.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
1,MASK,255,q0_001,129.911,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
1,MASK,255,q0_250,863.75,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
1,MASK,255,q0_500,2231.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
1,MASK,255,q0_750,3428.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
1,MASK,255,q0_999,9532.335,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
1,MASK,255,q1_000,10481.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
2,MASK,255,q0_000,149.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
2,MASK,255,q0_001,178.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
2,MASK,255,q0_250,268.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
2,MASK,255,q0_500,293.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
2,MASK,255,q0_750,334.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
2,MASK,255,q0_999,2381.779999999999,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
2,MASK,255,q1_000,2746.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
3,MASK,255,q0_000,197.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
3,MASK,255,q0_001,256.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
3,MASK,255,q0_250,1356.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
3,MASK,255,q0_500,1649.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
3,MASK,255,q0_750,2587.25,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
3,MASK,255,q0_999,25609.390999999923,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
3,MASK,255,q1_000,34129.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
1,CENTER-SURROUND,1,mean,2580.543645187051,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
1,CENTER-SURROUND,1,std,1702.3550192691716,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
1,CENTER-SURROUND,1,mad,1261.0,201031JD002regimetestAAB_20201031_173042,B,2,5,glu-glu
