channel,region,object_id,feature_name,feature_value,platedir,plate_row,plate_column,org_id,condition
1,MASK,255,q0_000,112.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,q0_001,120.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,q0_250,719.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,q0_500,1782.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,q0_750,2781.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,q0_999,6400.753000000019,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,q1_000,7247.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,q0_000,129.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,q0_001,150.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,q0_250,211.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,q0_500,237.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,q0_750,272.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,q0_999,1107.809000000001,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,q1_000,1977.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,q0_000,224.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,q0_001,284.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,q0_250,886.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,q0_500,1076.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,q0_750,1288.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,q0_999,10950.944000000018,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,q1_000,11890.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,CENTER-SURROUND,1,mean,2088.0840767775076,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,CENTER-SURROUND,1,std,1365.9034108227597,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,CENTER-SURROUND,1,mad,1078.5,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,CENTER-SURROUND,2,mean,1369.6432542624166,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,CENTER-SURROUND,2,std,1015.1267953923702,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,CENTER-SURROUND,2,mad,751.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,CENTER-SURROUND,1,mean,245.32164098404974,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,CENTER-SURROUND,1,std,71.16186267623284,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,CENTER-SURROUND,1,mad,26.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,CENTER-SURROUND,2,mean,353.727390659748,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,CENTER-SURROUND,2,std,205.13154668156162,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,CENTER-SURROUND,2,mad,49.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,CENTER-SURROUND,1,mean,1397.6954582319545,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,CENTER-SURROUND,1,std,1220.176117349021,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,CENTER-SURROUND,1,mad,189.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,CENTER-SURROUND,2,mean,1013.540585618977,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,CENTER-SURROUND,2,std,416.84362209810473,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,CENTER-SURROUND,2,mad,121.5,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,mean,1896.0918680665611,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,std,1320.4428303993504,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,mad,1035.5,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,mean,274.2914025356577,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,std,131.36560929573565,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,mad,29.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,mean,1295.0360043581616,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,std,1079.951609079265,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,mad,199.0,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,weighted_centroid-0,32.10457946684114,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
1,MASK,255,weighted_centroid-1,30.748531104947364,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,weighted_centroid-0,32.829549713171026,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
2,MASK,255,weighted_centroid-1,30.83847871406152,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,weighted_centroid-0,29.4494945891042,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
3,MASK,255,weighted_centroid-1,29.810537812444945,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
na,MASK,255,minor_axis_length,49.65269020537618,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
na,MASK,255,eccentricity,0.42181122774327673,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
na,MASK,255,centroid-0,33.347008716323295,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
na,MASK,255,centroid-1,30.73979793977813,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
na,MASK,255,major_axis_length,54.76296918647297,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
na,MASK,255,convex_area,2197.4225,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
na,MASK,255,area,2132.78,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
na,MASK,255,perimeter,198.3232539419353,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
na,MASK,255,solidity,0.9705825802730245,201031JD002regimetestAAB_20201031_173042,B,2,3,glu-glu
