channel,region,object_id,feature_name,feature_value,platedir,plate_row,plate_column,org_id,condition
1,MASK,255,q0_000,111.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,q0_001,128.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,q0_250,1496.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,q0_500,2626.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,q0_750,3954.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,q0_999,9359.333999999973,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,q1_000,12439.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,q0_000,113.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,q0_001,132.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,q0_250,229.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,q0_500,300.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,q0_750,460.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,q0_999,2465.223999999929,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,q1_000,4579.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,q0_000,155.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,q0_001,176.111,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,q0_250,1835.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,q0_500,2338.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,q0_750,5122.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,q0_999,65535.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,q1_000,65535.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,CENTER-SURROUND,1,mean,2826.9170689165617,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,CENTER-SURROUND,1,std,1733.6393524872028,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,CENTER-SURROUND,1,mad,1292.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,CENTER-SURROUND,2,mean,2751.9947357226415,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,CENTER-SURROUND,2,std,1509.9487608418724,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,CENTER-SURROUND,2,mad,1035.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,CENTER-SURROUND,1,mean,438.15340932138076,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,CENTER-SURROUND,1,std,302.9835920041334,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,CENTER-SURROUND,1,mad,107.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,CENTER-SURROUND,2,mean,300.9852706583005,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,CENTER-SURROUND,2,std,175.12524907006164,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,CENTER-SURROUND,2,mad,50.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,CENTER-SURROUND,1,mean,5798.448870320042,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,CENTER-SURROUND,1,std,9476.00308820743,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,CENTER-SURROUND,1,mad,641.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,CENTER-SURROUND,2,mean,4808.183133042646,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,CENTER-SURROUND,2,std,5373.8399254700225,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,CENTER-SURROUND,2,mad,726.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,mean,2806.230708245243,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,std,1675.2006581267842,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,mad,1220.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,mean,400.28072879962417,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,std,280.50195077996256,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,mad,90.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,mean,5525.032475922011,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,std,8554.025104298464,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,mad,718.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,weighted_centroid-0,51.692861272745645,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
1,MASK,255,weighted_centroid-1,49.49914152608577,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,weighted_centroid-0,51.11131259238171,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
2,MASK,255,weighted_centroid-1,47.49614308869954,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,weighted_centroid-0,52.975228450238646,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
3,MASK,255,weighted_centroid-1,41.93201179569001,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,minor_axis_length,90.19069060470947,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,eccentricity,0.4714680400744039,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,centroid-0,52.66584155508575,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,centroid-1,55.441740075170316,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,major_axis_length,102.27056813871692,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,convex_area,7336.290000000001,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,area,7194.330000000001,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,perimeter,364.02145558284417,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,solidity,0.9806496199032481,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,convex_perimeter,321.18582233137676,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,mean_radius,15.23906410500304,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,max_radius,43.66263419675913,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,MASK,255,median_radius,13.461042042365161,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SKELETON,1,n_branches,2.0,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,1,center_x,-138.74183225764847,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,1,center_y,-5.9283677620086905,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,1,center_radius,138.8684325630958,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,1,center_phi,-3.0988891402375027,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,2,center_x,-127.42358229172235,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,2,center_y,-65.42786801188376,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,2,center_radius,143.2395728722891,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,2,center_phi,-2.6672291847474567,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,3,center_x,-118.85364311868503,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,3,center_y,59.17783362831409,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,3,center_radius,132.77124867803332,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,3,center_phi,2.67962237821646,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,4,center_x,-130.27338974368695,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,4,center_y,-16.090380585930944,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,4,center_radius,131.26330950692451,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,4,center_phi,-3.0187026282494087,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,5,center_x,-119.57780980877902,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,5,center_y,-46.84029912027323,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,5,center_radius,128.42455458494376,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,5,center_phi,-2.7682497477120824,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,6,center_x,-116.71583011839314,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,6,center_y,21.744343149891336,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,6,center_radius,118.72405594169126,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,6,center_phi,2.9574026767962,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,7,center_x,-119.55454038956384,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,7,center_y,39.56244757798484,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,7,center_radius,125.93043867993413,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,7,center_phi,2.822019747400723,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,8,center_x,-106.05303439138825,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,8,center_y,77.53718123145038,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,8,center_radius,131.37450504926653,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,8,center_phi,2.510286569695067,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,9,center_x,-113.02917650569253,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,9,center_y,-4.945222779877923,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,9,center_radius,113.13730582746621,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,9,center_phi,-3.097868801517985,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,10,center_x,-107.99352216951637,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,10,center_y,-29.16780759544187,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,10,center_radius,111.8631388371636,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,10,center_phi,-2.87779834129779,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,11,center_x,-105.42089420972329,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,11,center_y,-92.2958672749641,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,11,center_radius,140.1145675938639,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,11,center_phi,-2.42248021276751,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,12,center_x,-89.23934305638925,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,12,center_y,-61.496808594670924,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,12,center_radius,108.37674020040241,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,12,center_phi,-2.5382046235498925,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,13,center_x,-102.67956730717441,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,13,center_y,55.01416097362349,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,13,center_radius,116.48884689110936,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,13,center_phi,2.649728616933348,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,14,center_x,-91.47604188550783,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
na,SPX,14,center_y,97.92835239276542,201031JD002regimetestAAB_20201031_173042,B,2,18,glu-glu
